DATAFLOW,CLASSIFICATION: Classification,MEASURE: Measure,"SALTS: Sex, Age, and Location","SALTSSTUB: Sex, Age, and Location Questions",CYCLE: Cycle,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),NSW: NSW,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),VIC: Vic.,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,6.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),QLD: Qld,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),SA: SA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,5.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,4,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,3.8,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,3.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),WA: WA,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
